"id","codigo","id_cliente","id_vendedor","id_tienda","productos","impuesto","neto","total","descuento","costos","metodo_pago","codigo_metodo_pago","deuda","fecha","fecha_mod","pago_bono","factura_valida","fc"
"27","990000001","2","21","2","[{""id"":""322"",""descripcion"":""Vestido Lino Clasico"",""cantidad"":""1"",""stock"":""4"",""precio"":""169900"",""total"":""169900""},{""id"":""360"",""descripcion"":""Vestido Satinado"",""cantidad"":""1"",""stock"":""4"",""precio"":""269900"",""total"":""269900""}]","70220","369580","439800","0","220000","Efectivo","0","0","2021-10-15 18:01:07","2021-10-15 18:01:07","0","1","0"
"29","990000055","3","6","1","[{""id"":""258"",""descripcion"":""Cinturon"",""cantidad"":""1"",""stock"":""1"",""precio"":""39900"",""total"":""39900""},{""id"":""380"",""descripcion"":""Vestido Satinado"",""cantidad"":""1"",""stock"":""4"",""precio"":""269900"",""total"":""269900""}]","49464","260336","309800","0","150000","TC","0","0","2021-10-19 13:05:26","2021-10-19 13:05:26","2","1","1"
"30","990000002","3","23","2","[{""id"":""258"",""descripcion"":""Cinturon"",""cantidad"":""1"",""stock"":""3"",""precio"":""39900"",""total"":""39900""},{""id"":""392"",""descripcion"":""Vestido Ripol"",""cantidad"":""1"",""stock"":""3"",""precio"":""199900"",""total"":""199900""}]","38287","201513","239800","0","135000","Efectivo","0","0","2021-10-19 13:14:15","2021-10-19 13:14:15","0","1","0"
"31","222200001","3","23","2","[{""id"":""258"",""descripcion"":""Cinturon"",""cantidad"":""1"",""stock"":""2"",""precio"":""39900"",""total"":""39900""},{""id"":""392"",""descripcion"":""Vestido Ripol"",""cantidad"":""1"",""stock"":""2"",""precio"":""199900"",""total"":""199900""}]","36373","191437","227810","5","135000","Efectivo","0","0","2021-10-19 13:15:45","2021-10-19 13:15:45","0","1","1"
"32","990000055","3","6","1","[{""id"":""350"",""descripcion"":""Vestido Satinado"",""cantidad"":""1"",""stock"":""4"",""precio"":""269900"",""total"":""269900""}]","43093","226807","269900","0","130000","Efectivo","0","0","2021-10-19 13:47:42","2021-10-19 13:47:42","5","1","1"
"33","990000056","10","8","1","[{""id"":""189"",""descripcion"":""camisa shan 150"",""cantidad"":""2"",""stock"":""2"",""precio"":""79900"",""total"":""159800""}]","24239","127571","151810","5","75000","Efectivo","0","0","2021-11-08 19:56:55","2021-11-08 19:56:55","0","1","0"
"34","990000057","10","6","1","[{""id"":""189"",""descripcion"":""camisa shan 150"",""cantidad"":""1"",""stock"":""1"",""precio"":""79900"",""total"":""79900""},{""id"":""256"",""descripcion"":""Corbata Poly Jackard"",""cantidad"":""2"",""stock"":""3"",""precio"":""29900"",""total"":""59800""}]","22305","117395","139700","0","58500","Efectivo","0","0","2021-11-08 20:03:39","2021-11-08 20:03:39","0","1","0"
"35","990000058","1","6","1","[{""id"":""392"",""descripcion"":""Vestido Ripol"",""cantidad"":""2"",""stock"":""0"",""precio"":""199900"",""total"":""399800""}]","57450","302370","359820","10","230000","Efectivo","0","0","2021-11-08 22:46:30","2021-11-08 22:46:30","0","1","0"
"36","990000055","3","6","1","[{""id"":""344"",""descripcion"":""Buso Aplique Gamusa"",""cantidad"":""4"",""stock"":""-1"",""precio"":""119900"",""total"":""479600""},{""id"":""347"",""descripcion"":""Buso Aplique Gamusa"",""cantidad"":""1"",""stock"":""-1"",""precio"":""119900"",""total"":""119900""},{""id"":""197"",""descripcion"":""Buso cuello Redondo"",""cantidad"":""1"",""stock"":""-1"",""precio"":""89900"",""total"":""89900""}]","99065","521395","620460","10","0","Efectivo","0","0","2021-11-20 20:41:12","2021-11-20 20:41:12","0","1","1"
"37","990000003","11","23","2","[{""id"":""345"",""descripcion"":""Buso Aplique Gamusa"",""cantidad"":""1"",""stock"":""-1"",""precio"":""119900"",""total"":""119900""},{""id"":""348"",""descripcion"":""Buso Aplique Gamusa"",""cantidad"":""1"",""stock"":""-1"",""precio"":""119900"",""total"":""119900""}]","34459","181361","215820","10","148000","TC","0","0","2021-12-07 17:45:24","2021-12-07 17:45:24","0","1","0"
"38","990000004","11","23","2","[{""id"":""348"",""descripcion"":""Buso Aplique Gamusa"",""cantidad"":""1"",""stock"":""-1"",""precio"":""119900"",""total"":""119900""}]","19144","100756","119900","0","0","TD","0","0","2021-12-07 17:47:01","2021-12-07 17:47:01","0","1","0"
"39","990000005","12","23","2","[{""id"":""114"",""descripcion"":""Pantalon Formal LIVIANO"",""cantidad"":""1"",""stock"":""-1"",""precio"":""59900"",""total"":""59900""},{""id"":""256"",""descripcion"":""Corbata Poly Jackard"",""cantidad"":""1"",""stock"":""-1"",""precio"":""29900"",""total"":""29900""}]","12904","67916","80820","10","39500","Efectivo","0","0","2022-02-09 20:32:57","2022-02-09 20:32:57","0","1","0"
"40","990000006","12","23","2","[{""id"":""464"",""descripcion"":""Vestido Lino Clasico"",""cantidad"":""1"",""stock"":""-1"",""precio"":""169900"",""total"":""169900""}]","27127","142773","169900","0","90000","Efectivo","0","0","2022-02-09 20:41:38","2022-02-09 20:41:38","0","1","0"
"41","990000007","12","23","2","[{""id"":""452"",""descripcion"":""Vestido Promocion"",""cantidad"":""1"",""stock"":""-1"",""precio"":""199900"",""total"":""199900""}]","31917","167983","199900","0","130000","TD","0","0","2022-02-09 20:51:05","2022-02-09 20:51:05","0","1","0"
"42","990000007","12","23","2","[{""id"":""249"",""descripcion"":""Kosta Azul"",""cantidad"":""1"",""stock"":""-1"",""precio"":""121660"",""total"":""121660""}]","15928","83833","99761","18","86900","Efectivo","0","0","2022-02-09 20:54:30","2022-02-09 20:54:30","0","1","0"
"43","990000008","12","23","2","""""","0","0","0","10","0","Efectivo","0","0","2022-02-09 21:13:01","2022-02-09 21:13:01","0","1","0"
"44","990000009","12","23","2","[{""id"":""308"",""descripcion"":""Pantalon Dril Liso PH"",""cantidad"":""2"",""stock"":""-1"",""precio"":""69990"",""total"":""139980""}]","22350","117630","139980","0","0","Efectivo","0","0","2022-02-09 21:19:04","2022-02-09 21:19:04","0","1","0"
"45","990000010","12","23","2","[{""id"":""115"",""descripcion"":""Pantalon Formal LIVIANO"",""cantidad"":""2"",""stock"":""-1"",""precio"":""59900"",""total"":""119800""}]","16067","84565","100632","16","0","Efectivo","0","0","2022-02-09 21:30:01","2022-02-09 21:30:01","0","1","0"
"46","990000011","12","23","2","[{""id"":""343"",""descripcion"":""Tirantas"",""cantidad"":""1"",""stock"":""-1"",""precio"":""35000"",""total"":""35000""}]","4862","25588","30450","13","12000","Efectivo","0","0","2022-02-09 21:33:42","2022-02-09 21:33:42","0","1","0"
"47","990000012","12","23","2","[{""id"":""410"",""descripcion"":""Camisa Pc"",""cantidad"":""2"",""stock"":""-1"",""precio"":""49900"",""total"":""99800""}]","14500","76318","90818","9","0","Efectivo","0","0","2022-02-09 21:40:57","2022-02-09 21:40:57","0","1","0"
"48","990000013","12","23","2","[{""id"":""256"",""descripcion"":""Corbata Poly Jackard"",""cantidad"":""2"",""stock"":""-1"",""precio"":""29900"",""total"":""59800""}]","9548","50252","59800","0","0","Efectivo","0","0","2022-02-09 21:43:38","2022-02-09 21:43:38","0","1","0"
"49","990000014","12","23","2","[{""id"":""407"",""descripcion"":""CAMISA SHAN 151"",""cantidad"":""1"",""stock"":""-1"",""precio"":""89900"",""total"":""89900""},{""id"":""423"",""descripcion"":""CHAQUETA TEXTICORP"",""cantidad"":""1"",""stock"":""-1"",""precio"":""219900"",""total"":""219900""},{""id"":""256"",""descripcion"":""Corbata Poly Jackard"",""cantidad"":""1"",""stock"":""-1"",""precio"":""29900"",""total"":""29900""}]","48272","254061","302333","11","172500","Efectivo","0","0","2022-02-09 21:54:24","2022-02-09 21:54:24","0","1","0"
"50","990000015","12","23","2","[{""id"":""115"",""descripcion"":""Pantalon Formal LIVIANO"",""cantidad"":""2"",""stock"":""-1"",""precio"":""59900"",""total"":""119800""}]","19128","100672","119800","0","0","Efectivo","0","0","2022-02-09 22:07:24","2022-02-09 22:07:24","0","1","0"
"51","990000016","12","23","2","[{""id"":""257"",""descripcion"":""Corbatin"",""cantidad"":""1"",""stock"":""-1"",""precio"":""19900"",""total"":""19900""}]","3177","16723","19900","0","6000","Efectivo","0","0","2022-02-09 22:09:04","2022-02-09 22:09:04","0","1","0"
"52","990000017","12","23","2","[{""id"":""88"",""descripcion"":""Chaqueta Formal Pana"",""cantidad"":""1"",""stock"":""-1"",""precio"":""189900"",""total"":""189900""},{""id"":""256"",""descripcion"":""Corbata Poly Jackard"",""cantidad"":""3"",""stock"":""-1"",""precio"":""29900"",""total"":""89700""}]","39285","206763","246048","12","0","Efectivo","0","0","2022-02-09 22:16:37","2022-02-09 22:16:37","0","1","0"
"53","990000018","12","23","2","[{""id"":""433"",""descripcion"":""Chaqueta Punto Roma"",""cantidad"":""1"",""stock"":""-1"",""precio"":""199900"",""total"":""199900""}]","28725","151185","179910","10","105500","Efectivo","0","0","2022-02-09 22:25:05","2022-02-09 22:25:05","0","1","0"
"54","990000019","12","23","2","[{""id"":""460"",""descripcion"":""Vestido Lino Clasico"",""cantidad"":""1"",""stock"":""-1"",""precio"":""169900"",""total"":""169900""},{""id"":""172"",""descripcion"":""Camisa PC Diseño"",""cantidad"":""1"",""stock"":""-1"",""precio"":""59900"",""total"":""59900""},{""id"":""256"",""descripcion"":""Corbata Poly Jackard"",""cantidad"":""1"",""stock"":""-1"",""precio"":""29900"",""total"":""29900""}]","37318","196412","233730","10","127500","Efectivo","0","0","2022-02-09 22:30:13","2022-02-09 22:30:13","0","1","0"
"55","990000020","12","23","2","[{""id"":""256"",""descripcion"":""Corbata Poly Jackard"",""cantidad"":""1"",""stock"":""-1"",""precio"":""29900"",""total"":""29900""}]","4774","25126","29900","0","10500","Efectivo","0","0","2022-02-09 22:31:44","2022-02-09 22:31:44","0","1","0"
"56","990000021","12","23","2","[{""id"":""404"",""descripcion"":""CAMISA SHAN 151"",""cantidad"":""1"",""stock"":""-1"",""precio"":""89900"",""total"":""89900""}]","12775","67236","80011","11","42000","Efectivo","0","0","2022-02-09 22:35:09","2022-02-09 22:35:09","0","1","0"
"57","990000022","12","23","2","[{""id"":""404"",""descripcion"":""CAMISA SHAN 151"",""cantidad"":""1"",""stock"":""-1"",""precio"":""89900"",""total"":""89900""},{""id"":""256"",""descripcion"":""Corbata Poly Jackard"",""cantidad"":""1"",""stock"":""-1"",""precio"":""29900"",""total"":""29900""}]","16067","84565","100632","16","52500","Efectivo","0","0","2022-02-09 22:37:49","2022-02-09 22:37:49","0","1","0"
"58","990000023","12","23","2","[{""id"":""411"",""descripcion"":""Camisa Pc"",""cantidad"":""1"",""stock"":""-1"",""precio"":""49900"",""total"":""49900""}]","7967","41933","49900","0","28000","Efectivo","0","0","2022-02-09 22:40:24","2022-02-09 22:40:24","0","1","0"
"59","990000024","12","23","2","[{""id"":""256"",""descripcion"":""Corbata Poly Jackard"",""cantidad"":""1"",""stock"":""-1"",""precio"":""29900"",""total"":""29900""}]","4774","25126","29900","0","10500","Efectivo","0","0","2022-02-09 22:41:55","2022-02-09 22:41:55","0","1","0"
"60","990000025","12","23","2","[{""id"":""273"",""descripcion"":""Pantalon Dril Diseño PH"",""cantidad"":""2"",""stock"":""-1"",""precio"":""79990"",""total"":""159980""},{""id"":""404"",""descripcion"":""CAMISA SHAN 151"",""cantidad"":""1"",""stock"":""-1"",""precio"":""89900"",""total"":""89900""}]","38301","201584","239885","4","0","Efectivo","0","0","2022-02-09 22:46:44","2022-02-09 22:46:44","0","1","0"
"61","990000026","12","23","2","[{""id"":""405"",""descripcion"":""CAMISA SHAN 151"",""cantidad"":""1"",""stock"":""-1"",""precio"":""89900"",""total"":""89900""}]","14354","75546","89900","0","42000","Efectivo","0","0","2022-02-09 22:48:03","2022-02-09 22:48:03","0","1","0"
"62","990000027","12","23","2","[{""id"":""45"",""descripcion"":""Vestido Paño Fantasia"",""cantidad"":""1"",""stock"":""-1"",""precio"":""269900"",""total"":""269900""}]","36629","192786","229415","15","118000","Efectivo","0","0","2022-02-09 22:55:35","2022-02-09 22:55:35","0","1","0"
"63","990000028","12","23","2","[{""id"":""256"",""descripcion"":""Corbata Poly Jackard"",""cantidad"":""1"",""stock"":""-1"",""precio"":""29900"",""total"":""29900""}]","4774","25126","29900","0","10500","Efectivo","0","0","2022-02-09 22:58:25","2022-02-09 22:58:25","0","1","0"
"64","990000029","12","23","2","[{""id"":""411"",""descripcion"":""Camisa Pc"",""cantidad"":""1"",""stock"":""-1"",""precio"":""49900"",""total"":""49900""}]","7967","41933","49900","0","28000","Efectivo","0","0","2022-02-09 22:59:50","2022-02-09 22:59:50","0","1","0"
"65","990000030","12","23","2","[{""id"":""115"",""descripcion"":""Pantalon Formal LIVIANO"",""cantidad"":""1"",""stock"":""-1"",""precio"":""59900"",""total"":""59900""}]","9564","50336","59900","0","29000","Efectivo","0","0","2022-02-09 23:01:34","2022-02-09 23:01:34","0","1","0"
"66","990000031","12","23","2","[{""id"":""117"",""descripcion"":""Pantalon Formal LIVIANO"",""cantidad"":""3"",""stock"":""-1"",""precio"":""59900"",""total"":""179700""}]","26396","138928","165324","8","0","Efectivo","0","0","2022-02-09 23:03:20","2022-02-09 23:03:20","0","1","0"
"67","990000032","12","23","2","[{""id"":""257"",""descripcion"":""Corbatin"",""cantidad"":""1"",""stock"":""-1"",""precio"":""19900"",""total"":""19900""}]","3177","16723","19900","0","6000","Efectivo","0","0","2022-02-09 23:07:29","2022-02-09 23:07:29","0","1","0"
"68","990000033","12","23","2","[{""id"":""516"",""descripcion"":""BUSO APLIQUE GAMUZA"",""cantidad"":""1"",""stock"":""-1"",""precio"":""129900"",""total"":""129900""},{""id"":""411"",""descripcion"":""Camisa Pc"",""cantidad"":""1"",""stock"":""-1"",""precio"":""49900"",""total"":""49900""},{""id"":""310"",""descripcion"":""Pantalon Dril Liso PH"",""cantidad"":""1"",""stock"":""-1"",""precio"":""69990"",""total"":""69990""}]","38287","201511","239798","4","146000","Efectivo","0","0","2022-02-09 23:18:35","2022-02-09 23:18:35","0","1","0"
"69","990000034","12","23","2","[{""id"":""256"",""descripcion"":""Corbata Poly Jackard"",""cantidad"":""1"",""stock"":""-1"",""precio"":""29900"",""total"":""29900""}]","4774","25126","29900","0","10500","Efectivo","0","0","2022-02-09 23:20:18","2022-02-09 23:20:18","0","1","0"
"70","990000035","12","23","2","[{""id"":""256"",""descripcion"":""Corbata Poly Jackard"",""cantidad"":""1"",""stock"":""-1"",""precio"":""29900"",""total"":""29900""},{""id"":""410"",""descripcion"":""Camisa Pc"",""cantidad"":""1"",""stock"":""-1"",""precio"":""49900"",""total"":""49900""},{""id"":""460"",""descripcion"":""Vestido Lino Clasico"",""cantidad"":""1"",""stock"":""-1"",""precio"":""169900"",""total"":""169900""}]","35084","184652","219736","12","128500","Efectivo","0","0","2022-02-09 23:23:52","2022-02-09 23:23:52","0","1","0"
"71","990000036","12","23","2","[{""id"":""410"",""descripcion"":""Camisa Pc"",""cantidad"":""1"",""stock"":""-1"",""precio"":""49900"",""total"":""49900""}]","7967","41933","49900","0","28000","Efectivo","0","0","2022-02-09 23:27:19","2022-02-09 23:27:19","0","1","0"
"72","990000037","12","23","2","[{""id"":""404"",""descripcion"":""CAMISA SHAN 151"",""cantidad"":""1"",""stock"":""-1"",""precio"":""89900"",""total"":""89900""}]","14354","75546","89900","0","42000","Efectivo","0","0","2022-02-09 23:30:02","2022-02-09 23:30:02","0","1","0"
"73","990000038","12","23","2","[{""id"":""404"",""descripcion"":""CAMISA SHAN 151"",""cantidad"":""1"",""stock"":""-1"",""precio"":""89900"",""total"":""89900""},{""id"":""498"",""descripcion"":""Pantalon dril diseño"",""cantidad"":""1"",""stock"":""-1"",""precio"":""79900"",""total"":""79900""}]","27111","142689","169800","0","78000","Efectivo","0","0","2022-02-09 23:33:13","2022-02-09 23:33:13","0","1","0"
"74","990000039","12","23","2","[{""id"":""172"",""descripcion"":""Camisa PC Diseño"",""cantidad"":""1"",""stock"":""-1"",""precio"":""59900"",""total"":""59900""},{""id"":""256"",""descripcion"":""Corbata Poly Jackard"",""cantidad"":""1"",""stock"":""-1"",""precio"":""29900"",""total"":""29900""}]","12904","67916","80820","10","37500","Efectivo","0","0","2022-02-09 23:38:19","2022-02-09 23:38:19","0","1","0"
"75","990000040","12","23","2","[{""id"":""410"",""descripcion"":""Camisa Pc"",""cantidad"":""1"",""stock"":""-1"",""precio"":""49900"",""total"":""49900""}]","7967","41933","49900","0","28000","Efectivo","0","0","2022-02-09 23:39:40","2022-02-09 23:39:40","0","1","0"
"76","990000041","12","23","2","[{""id"":""123"",""descripcion"":""Pantalon Lino Flex"",""cantidad"":""1"",""stock"":""-1"",""precio"":""39900"",""total"":""39900""}]","6371","33529","39900","0","25000","Efectivo","0","0","2022-02-09 23:42:31","2022-02-09 23:42:31","0","1","0"
"77","990000042","12","23","2","[{""id"":""39"",""descripcion"":""Vestido Satinado"",""cantidad"":""1"",""stock"":""-1"",""precio"":""269900"",""total"":""269900""}]","43093","226807","269900","0","129900","Efectivo","0","0","2022-02-09 23:45:52","2022-02-09 23:45:52","0","1","0"
"78","990000043","12","23","2","[{""id"":""115"",""descripcion"":""Pantalon Formal LIVIANO"",""cantidad"":""1"",""stock"":""-1"",""precio"":""59900"",""total"":""59900""}]","9564","50336","59900","0","29000","Efectivo","0","0","2022-02-09 23:48:10","2022-02-09 23:48:10","0","1","0"
"79","990000044","12","23","2","[{""id"":""124"",""descripcion"":""Pantalon Lino Flex"",""cantidad"":""1"",""stock"":""-1"",""precio"":""39900"",""total"":""39900""}]","6371","33529","39900","0","25000","Efectivo","0","0","2022-02-09 23:51:02","2022-02-09 23:51:02","0","1","0"
"80","990000044","12","23","2","[{""id"":""410"",""descripcion"":""Camisa Pc"",""cantidad"":""2"",""stock"":""-1"",""precio"":""49900"",""total"":""99800""}]","15934","83866","99800","0","0","Efectivo","0","0","2022-02-09 23:54:39","2022-02-09 23:54:39","0","1","0"
"81","990000045","12","23","2","[{""id"":""406"",""descripcion"":""CAMISA SHAN 151"",""cantidad"":""1"",""stock"":""-1"",""precio"":""89900"",""total"":""89900""},{""id"":""118"",""descripcion"":""Pantalon Formal LIVIANO"",""cantidad"":""1"",""stock"":""-1"",""precio"":""59900"",""total"":""59900""}]","20808","109518","130326","13","71000","Efectivo","0","0","2022-02-10 00:00:04","2022-02-10 00:00:04","0","1","0"
"82","990000046","12","23","2","[{""id"":""256"",""descripcion"":""Corbata Poly Jackard"",""cantidad"":""1"",""stock"":""-1"",""precio"":""29900"",""total"":""29900""}]","4774","25126","29900","0","10500","Efectivo","0","0","2022-02-11 17:13:13","2022-02-11 17:13:13","0","1","0"
"83","990000047","12","23","2","[{""id"":""399"",""descripcion"":""Vestido Ripol"",""cantidad"":""1"",""stock"":""-1"",""precio"":""199900"",""total"":""199900""}]","31917","167983","199900","0","115000","TD","0","0","2022-02-11 17:33:16","2022-02-11 17:33:16","0","1","0"
"84","990000048","12","23","2","[{""id"":""119"",""descripcion"":""Pantalon Formal LIVIANO"",""cantidad"":""1"",""stock"":""-1"",""precio"":""59900"",""total"":""59900""}]","8894","46813","55707","7","29000","Efectivo","0","90","2022-02-11 17:35:59","2022-08-05 13:32:03","0","1","0"
"85","990000049","12","23","2","[{""id"":""114"",""descripcion"":""Pantalon Formal LIVIANO"",""cantidad"":""1"",""stock"":""-1"",""precio"":""59900"",""total"":""59900""}]","9564","50336","59900","0","29000","Efectivo","0","0","2022-02-11 18:21:14","2022-02-11 18:21:14","0","1","0"
"86","990000050","12","23","2","[{""id"":""551"",""descripcion"":""PISA CORBATAS"",""cantidad"":""1"",""stock"":""-1"",""precio"":""29900"",""total"":""29900""},{""id"":""507"",""descripcion"":""CAMISA PROMOCION"",""cantidad"":""1"",""stock"":""-1"",""precio"":""35900"",""total"":""35900""},{""id"":""256"",""descripcion"":""Corbata Poly Jackard"",""cantidad"":""1"",""stock"":""-1"",""precio"":""29900"",""total"":""29900""}]","14516","76399","90915","5","46500","Efectivo","0","0","2022-02-11 18:41:44","2022-02-11 18:41:44","0","1","0"
